ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,trans_depth,method,host,uri,referrer,user_agent,request_body_len,response_body_len,status_code,status_msg,info_code,info_msg,filename,tags,username,password,proxied,orig_fuids,orig_mime_types,resp_fuids,resp_mime_types
"1445422297.666576","Cdc8b12YwuX9mVecRd","192.168.2.64","52373","192.168.88.20","80","1","GET","-","/","-","-","0","3817","200","OK","-","-","-","(empty)","-","-","-","-","-","Fgwf5h2axMYZR6IxB1","text/html"
"1445422292.693354","CRFJAwTyuTpjBRpai","192.168.2.64","52285","192.168.88.115","80","1","GET","192.168.88.115","/favicon.ico","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","-","-","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422298.565114","C6A8ASyk6bNFpm1cf","192.168.2.64","52380","192.168.88.95","80","1","-","-","-","-","-","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422298.594799","Cmrvuq4eXjO9kAUnI9","192.168.2.64","52383","192.168.88.95","80","1","-","-","-","-","-","0","156","400","Page not found","-","-","-","(empty)","-","-","-","-","-","F10u834dW0zOxa9Li4","text/html"
"1445422298.693449","Cxr4H64RdfyHVL9ruk","192.168.2.64","52371","192.168.88.95","80","1","-","-","-","-","-","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422298.727806","CZDKibJgqe8KswULb","192.168.2.64","52387","192.168.88.51","5120","1","GET","192.168.88.51","/rs-status","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","95","404","Object Not Found","-","-","-","(empty)","-","-","-","-","-","Fibgua3wqMWq1Z2ut2","text/html"
"1445422298.777344","CuUzVO3TARFMj1FV2","192.168.2.64","52390","192.168.88.20","80","1","OPTIONS","192.168.88.20","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","405","Method Not Allowed","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422298.777468","CN4ZfF3ljtJXP6Vuf6","192.168.2.64","52391","192.168.88.60","80","1","GET","192.168.88.60","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","203","302","Redirect","-","-","-","(empty)","-","-","-","-","-","FCpNxp34DRTIHvY79l","text/html"
"1445422298.789861","CEaUPY27VOCa43wFF7","192.168.2.64","52392","192.168.88.51","5120","1","GET","192.168.88.51","/.git/HEAD","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","95","404","Object Not Found","-","-","-","(empty)","-","-","-","-","-","FueQrC2aJmaozXxPwd","text/html"
"1445422298.992366","COZeHreyLi6xqToW1","192.168.2.64","52398","192.168.88.60","80","1","GET","192.168.88.60","/auth/auth.asp","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","817","200","OK","-","-","-","(empty)","-","-","-","-","-","FYUm8cOXsrxqggUIh","text/html"
"1445422298.992223","CFCB262BwiZ69oyeOk","192.168.2.64","52397","192.168.88.20","80","1","OPTIONS","192.168.88.20","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","405","Method Not Allowed","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422299.207919","CYJOQ3435UxiCeYg08","192.168.2.64","52401","192.168.88.20","80","1","OPTIONS","192.168.88.20","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","405","Method Not Allowed","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422299.208030","COPU5x12jgXgeA928i","192.168.2.64","52403","192.168.88.25","80","1","GET","-","/","-","-","0","0","401","Not authorized","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422299.260279","CO9UNvxh447L6Odtd","192.168.2.64","52405","192.168.88.51","5120","1","GET","192.168.88.51","/browseDirectory.jsp","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","95","404","Object Not Found","-","-","-","(empty)","-","-","-","-","-","FvkvU141snp8wwuaU9","text/html"
"1445422299.364282","CdGy2b2yXuHEWBedja","192.168.2.64","52406","192.168.88.51","5120","1","OPTIONS","192.168.88.51","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","31","501","Not Implemented","-","-","-","(empty)","-","-","-","-","-","Fx4LxwKfqEIoephK1","text/plain"
"1445422299.414991","CGIVQF2kdsYcqZXZC1","192.168.2.64","52407","192.168.88.20","80","1","OPTIONS","192.168.88.20","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","405","Method Not Allowed","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422299.466633","C23F2h403mvb0KmG39","192.168.2.64","52409","192.168.88.61","80","1","OPTIONS","192.168.88.61","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","156","400","Page not found","-","-","-","(empty)","-","-","-","-","-","FBv3D04HE81jJL3nW2","text/html"
"1445422299.518622","C1WFjp2R01ex5pa29c","192.168.2.64","52410","192.168.88.51","5120","1","OPTIONS","192.168.88.51","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","31","501","Not Implemented","-","-","-","(empty)","-","-","-","-","-","FUaLhBK5epOgGe4ng","text/plain"
"1445422299.628075","Ch7LpfSiqxpunEwIg","192.168.2.64","52412","192.168.88.20","80","1","OPTIONS","192.168.88.20","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","405","Method Not Allowed","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422299.679622","Cv6yid1ZFFfC2fl7A6","192.168.2.64","52415","192.168.88.61","80","1","OPTIONS","192.168.88.61","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","156","400","Page not found","-","-","-","(empty)","-","-","-","-","-","Fp6xJp2uwOOyYnO1cl","text/html"
"1445422299.694729","CU1RfKCz1mPpkH3se","192.168.2.64","52414","192.168.88.51","5120","1","OPTIONS","192.168.88.51","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","31","501","Not Implemented","-","-","-","(empty)","-","-","-","-","-","F0wTUBA2CA9fZpI3g","text/plain"
"1445422299.696478","CyRbf33VAMcewkTKh3","192.168.2.64","52416","192.168.88.51","5120","1","GET","192.168.88.51","/status.jsp","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","95","404","Object Not Found","-","-","-","(empty)","-","-","-","-","-","FZjH9w3rTaXOF3fDf9","text/html"
"1445422299.840329","CUUcDp3kZ1FivIfrvf","192.168.2.64","52419","192.168.88.51","5120","1","OPTIONS","192.168.88.51","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","31","501","Not Implemented","-","-","-","(empty)","-","-","-","-","-","FCgXgG2oqcBNJGrZl1","text/plain"
"1445422299.890145","CdTspJ1GDFO4vN256j","192.168.2.64","52420","192.168.88.61","80","1","OPTIONS","192.168.88.61","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","156","400","Page not found","-","-","-","(empty)","-","-","-","-","-","FdIEIlnBhBWWV7SNi","text/html"
"1445422299.890418","CF5ZHjDwhuriMYuvc","192.168.2.64","52422","192.168.88.60","80","1","GET","192.168.88.60","/favicon.ico","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","203","302","Redirect","-","-","-","(empty)","-","-","-","-","-","Fzup3B2gwlJK2Dgqsa","text/html"
"1445422299.839276","CtaGLO3ZmPJHATpUT6","192.168.2.64","52418","192.168.88.20","80","1","OPTIONS","192.168.88.20","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","405","Method Not Allowed","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422300.023159","CI8IUu4AAb2es2wxd1","192.168.2.64","52424","192.168.88.51","5120","1","OPTIONS","192.168.88.51","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","31","501","Not Implemented","-","-","-","(empty)","-","-","-","-","-","FTybKD2lUQzhehnPe8","text/plain"
"1445422300.078390","C7m47b4aWyUIq68UE8","192.168.2.64","52425","192.168.88.20","80","1","OPTIONS","192.168.88.20","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","405","Method Not Allowed","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422300.131605","ChyUwW1niYhHPx3P9k","192.168.2.64","52426","192.168.88.61","80","1","OPTIONS","192.168.88.61","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","156","400","Page not found","-","-","-","(empty)","-","-","-","-","-","FObUhEX1zeI9mBog8","text/html"
"1445422300.184951","C1AQ1HYiU1iOjwAae","192.168.2.64","52428","192.168.88.115","80","1","OPTIONS","192.168.88.115","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","156","400","Page not found","-","-","-","(empty)","-","-","-","-","-","FB4lj11baW65JoNfea","text/html"
"1445422300.212852","CkgWTMZ2tUgSszQh","192.168.2.64","52427","192.168.88.51","5120","1","OPTIONS","192.168.88.51","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","31","501","Not Implemented","-","-","-","(empty)","-","-","-","-","-","FcOtgIwUtX73ko2I3","text/plain"
"1445422300.287326","CoIQJr132LptzHX2F5","192.168.2.64","52429","192.168.88.20","80","1","OPTIONS","192.168.88.20","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","405","Method Not Allowed","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422300.339324","Cwt6fx3rSZ7oLLrRp5","192.168.2.64","52431","192.168.88.61","80","1","OPTIONS","192.168.88.61","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","156","400","Page not found","-","-","-","(empty)","-","-","-","-","-","FPjMWW1m2LM5hkk3Yd","text/html"
"1445422300.341810","CBPMe93RUaDBdtJxH3","192.168.2.64","52430","192.168.88.51","5120","1","OPTIONS","192.168.88.51","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","31","501","Not Implemented","-","-","-","(empty)","-","-","-","-","-","FL3KGi1jcDmjDa1iw5","text/plain"
"1445422300.498336","CSoKDU5ODVL70wgSl","192.168.2.64","52435","192.168.88.51","5120","1","OPTIONS","192.168.88.51","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","31","501","Not Implemented","-","-","-","(empty)","-","-","-","-","-","FkGRI2TImNjVcIfmf","text/plain"
"1445422300.497165","CFVUnF1CJ7sXahSvSi","192.168.2.64","52434","192.168.88.20","80","1","OPTIONS","192.168.88.20","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","405","Method Not Allowed","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422300.548608","CkdQcj2YMhU5STDIG9","192.168.2.64","52436","192.168.88.61","80","1","OPTIONS","192.168.88.61","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","156","400","Page not found","-","-","-","(empty)","-","-","-","-","-","Fjv1Cw4A2QuuRTMtYa","text/html"
"1445422300.660455","C3urb84WAjDbGwURl8","192.168.2.64","52439","192.168.88.51","5120","1","OPTIONS","192.168.88.51","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","31","501","Not Implemented","-","-","-","(empty)","-","-","-","-","-","FXwUuX1YkdzsM834D5","text/plain"
"1445422300.715145","CsBcay2loAMX1lDLtb","192.168.2.64","52440","192.168.88.25","80","1","GET","192.168.88.25","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","401","Not authorized","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422300.766659","CH7qO22BNkUJHda6yk","192.168.2.64","52441","192.168.88.61","80","1","OPTIONS","192.168.88.61","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","156","400","Page not found","-","-","-","(empty)","-","-","-","-","-","FsTPbTYXeyEvZz3kc","text/html"
"1445422300.939967","CA7SaB35tZsogtfuj4","192.168.2.64","52447","192.168.88.115","80","1","-","-","-","-","-","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422300.949409","CDUDRg36s7Myl60qag","192.168.2.64","52449","192.168.88.115","80","1","-","-","-","-","-","0","156","400","Page not found","-","-","-","(empty)","-","-","-","-","-","F0ByVZ1cXnwzwcB7Ha","text/html"
"1445422300.988103","CoQYIm1Zh4g6Cyl3S5","192.168.2.64","52445","192.168.88.61","80","1","OPTIONS","192.168.88.61","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","156","400","Page not found","-","-","-","(empty)","-","-","-","-","-","FCWr5c3Erxjsn6Xo78","text/html"
"1445422301.201058","CEdo2M2ILpIFUyyJ02","192.168.2.64","52454","192.168.88.61","80","1","OPTIONS","192.168.88.61","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","156","400","Page not found","-","-","-","(empty)","-","-","-","-","-","FY7eQI27JJADAV3zjk","text/html"
"1445422301.420675","CjgCIh18hA3Qda1z4h","192.168.2.64","52389","192.168.88.95","80","1","-","-","-","-","-","0","156","400","Page not found","-","-","-","(empty)","-","-","-","-","-","F8Ztqc2ylBYrQnVBd7","text/html"
"1445422301.452115","CI9Ewx2oobWei0j2T","192.168.2.64","52370","192.168.88.95","80","1","-","-","-","-","-","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422301.635377","C1Pyuj1JN3BzeJxPh6","192.168.2.64","52461","192.168.88.49","80","1","OPTIONS","192.168.88.49","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","148","501","Not Implemented","-","-","-","(empty)","-","-","-","-","-","FR0ZKD1bwracs62vdb","text/html"
"1445422301.899644","C7FSaH3SE4X6RqC1Y8","192.168.2.64","52463","192.168.88.49","80","1","OPTIONS","192.168.88.49","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","148","501","Not Implemented","-","-","-","(empty)","-","-","-","-","-","FD2Dpi2uPgOXNvzXZ1","text/html"
"1445422302.111056","CnAc4elatJWuKj34c","192.168.2.64","52465","192.168.88.49","80","1","OPTIONS","192.168.88.49","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","148","501","Not Implemented","-","-","-","(empty)","-","-","-","-","-","FMQ7E73MadtZvDxiei","text/html"
"1445422297.138751","CBP3L1xPSTdwrIjk1","192.168.2.64","52366","192.168.88.100","80","1","GET","192.168.88.100","/robots.txt","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","-","-","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422302.325429","C4lJrS1AMVLEFgi3ze","192.168.2.64","52466","192.168.88.49","80","1","OPTIONS","192.168.88.49","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","148","501","Not Implemented","-","-","-","(empty)","-","-","-","-","-","F3wxFI2RAwC8eK2BU7","text/html"
"1445422302.534936","CEJtTKfBO3lBlapp3","192.168.2.64","52469","192.168.88.49","80","1","OPTIONS","192.168.88.49","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","148","501","Not Implemented","-","-","-","(empty)","-","-","-","-","-","FaIVw292ZZsGOv2hg","text/html"
"1445422302.746772","CSNu143d0Ep4Ux3WX7","192.168.2.64","52470","192.168.88.49","80","1","OPTIONS","192.168.88.49","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","148","501","Not Implemented","-","-","-","(empty)","-","-","-","-","-","F25G8U2rT77kkzurPd","text/html"
"1445422302.965697","CC0ZV140WxKRhWcn6i","192.168.2.64","52474","192.168.88.49","80","1","OPTIONS","192.168.88.49","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","148","501","Not Implemented","-","-","-","(empty)","-","-","-","-","-","FB2J8028gX1jFpbYOl","text/html"
"1445422302.855427","C9L8yl3D2yrN2zigE4","192.168.2.64","52473","192.168.88.20","80","1","GET","192.168.88.20","/robots.txt","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","4088","200","OK","-","-","-","(empty)","-","-","-","-","-","F5go6K1zR7ZlEzeOU2","text/html"
"1445422303.183484","CAo2kv11hhbUdFUdud","192.168.2.64","52476","192.168.88.49","80","1","OPTIONS","192.168.88.49","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","148","501","Not Implemented","-","-","-","(empty)","-","-","-","-","-","Fc0W142chCV13ttXIc","text/html"
"1445422303.397388","CI0p0yCg6scxx6kD1","192.168.2.64","52478","192.168.88.49","80","1","OPTIONS","192.168.88.49","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","148","501","Not Implemented","-","-","-","(empty)","-","-","-","-","-","FJ22o426ikGfsmA821","text/html"
"1445422303.707740","CRb5Tc4XA9rEI7m9ck","192.168.2.64","52482","192.168.88.51","5120","1","GET","192.168.88.51","/tasktracker.jsp","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","95","404","Object Not Found","-","-","-","(empty)","-","-","-","-","-","FHeS2W2xfC4znbjgff","text/html"
"1445422303.873797","CguCo1d8NjJg8e09b","192.168.2.64","52483","192.168.88.51","80","1","GET","192.168.88.51","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","2467","200","OK","-","-","-","(empty)","-","-","-","-","-","FlQFCDjZZNVgQ1ORc","text/html"
"1445422303.927905","CH5aYEbdIyo1uhyG3","192.168.2.64","52486","192.168.88.51","5120","1","GET","192.168.88.51","/dfshealth.jsp","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","95","404","Object Not Found","-","-","-","(empty)","-","-","-","-","-","FCiCnjlZMUx9iAkYg","text/html"
"1445422300.766784","CiTw56Er7QVYwbGnh","192.168.2.64","52442","192.168.88.115","80","1","GET","192.168.88.115","/.git/HEAD","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","-","-","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422306.307627","CtjVL91IxOPzjQLhtg","192.168.2.64","52503","192.168.88.60","80","1","GET","192.168.88.60","/robots.txt","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","203","302","Redirect","-","-","-","(empty)","-","-","-","-","-","FOGZAm3HUEho0lZk07","text/html"
"1445422307.565998","Cq0r1s3dFoq4Gwrsc5","192.168.2.64","52517","192.168.88.49","80","1","OPTIONS","192.168.88.49","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","148","501","Not Implemented","-","-","-","(empty)","-","-","-","-","-","FrU4Jg3B5vXmLR0rm7","text/html"
"1445422305.513430","CxJwf42nH8iyPe8aCk","192.168.2.64","52496","192.168.88.95","80","1","OPTIONS","192.168.88.95","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","156","400","Page not found","-","-","-","(empty)","-","-","-","-","-","FYKLyp3wgDPEyZOqh9","text/html"
"1445422309.388416","CYhtUH2yyRrJ3mJzG8","192.168.2.64","52480","192.168.88.95","80","1","-","-","-","-","-","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422309.420075","Cvdbub3muRzOqPkMt8","192.168.2.64","52526","192.168.88.95","80","1","-","-","-","-","-","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422309.530080","CRBsTY1msFab352vEh","192.168.2.64","52530","192.168.88.25","80","1","t3","-","12.1.2","-","-","0","0","501","Not implemented","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422313.532961","CliaTbdAKhhk1tOLk","192.168.2.64","52572","192.168.88.20","80","1","OPTIONS","192.168.88.20","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","405","Method Not Allowed","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422313.799369","CmnAhK2cNrwu0hQ9O1","192.168.2.64","52575","192.168.88.25","80","1","GET","192.168.88.25","/robots.txt","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","401","Not authorized","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422313.849169","CXlGCF47WOEVfnhL84","192.168.2.64","52576","192.168.88.49","80","1","GET","192.168.88.49","/.git/HEAD","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","151","404","Not Found","-","-","-","(empty)","-","-","-","-","-","FHVpbiCRaXphKbqb7","text/html"
"1445422314.053171","CRmLMe3aM5km4R3jkg","192.168.2.64","52577","192.168.88.25","80","1","GET","192.168.88.25","/.git/HEAD","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","401","Not authorized","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422304.087898","CHmq273rB2lkG8we07","192.168.2.64","52487","192.168.88.100","80","1","t3","-","12.1.2","-","-","0","0","-","-","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422315.698055","CsdDKk13QNOPL9a716","192.168.2.64","52582","192.168.88.20","80","1","GET","192.168.88.20","/.git/HEAD","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","4088","200","OK","-","-","-","(empty)","-","-","-","-","-","FnV2dX17tyY9b3qbYe","text/html"
"1445422316.122139","CgXLWp1LaRhfXQ9DN5","192.168.2.64","52532","192.168.88.95","80","1","-","-","-","-","-","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422316.152958","CaZRLv2vz4jUmBRPEb","192.168.2.64","52585","192.168.88.115","80","1","-","-","-","-","-","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422316.161058","CDIlF02v8mYVe3lmmk","192.168.2.64","52586","192.168.88.115","80","1","-","-","-","-","-","0","156","400","Page not found","-","-","-","(empty)","-","-","-","-","-","FXjzfF3xV2mvyfGQT6","text/html"
"1445422317.744378","CJiKyD1GnGBHWsDgGi","192.168.2.64","52594","192.168.88.95","80","1","GET","192.168.88.95","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","206","302","Redirect","-","-","-","(empty)","-","-","-","-","-","FTMPkj1mN8HC1sgH0i","text/html"
"1445422320.280825","CJjmyW37lfm17VwWv7","192.168.2.64","52592","192.168.88.95","80","1","-","-","-","-","-","0","0","400","Page not found","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422320.313182","CnbEGH1Qc77jBHFkie","192.168.2.64","52600","192.168.88.95","80","1","-","-","-","-","-","0","156","400","Page not found","-","-","-","(empty)","-","-","-","-","-","F8Tu8sKl83KFp2XTc","text/html"
"1445422320.466621","CwouVy3VNDmyQP1YH5","192.168.2.64","52603","192.168.88.51","5120","1","GET","192.168.88.51","/jobtracker.jsp","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","95","404","Object Not Found","-","-","-","(empty)","-","-","-","-","-","FUC9dm2zY2dpGVd6d6","text/html"
"1445422320.650723","CraFYV1v0KroWX2rGd","192.168.2.64","52608","192.168.88.115","80","1","OPTIONS","192.168.88.115","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","156","400","Page not found","-","-","-","(empty)","-","-","-","-","-","Fo74HNMZ3VG8nCrDf","text/html"
"1445422320.867814","CiRbt44iBDsylnoDUh","192.168.2.64","52613","192.168.88.115","80","1","OPTIONS","192.168.88.115","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","156","400","Page not found","-","-","-","(empty)","-","-","-","-","-","FfIqpf4PTPiYYicMPg","text/html"
"1445422320.920019","CTCez41orciMwRLCZf","192.168.2.64","52614","192.168.88.51","5120","1","GET","192.168.88.51","/robots.txt","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","95","404","Object Not Found","-","-","-","(empty)","-","-","-","-","-","FjCMkqfU8Pg6lEw61","text/html"
"1445422321.077807","CDLxMc141Opm7C2tAg","192.168.2.64","52617","192.168.88.115","80","1","OPTIONS","192.168.88.115","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","156","400","Page not found","-","-","-","(empty)","-","-","-","-","-","FELfQz2L7VbuPP0Ub8","text/html"
"1445422316.046787","CbZCq9310wNcbEUiR3","192.168.2.64","52583","192.168.88.115","80","1","GET","192.168.88.115","/robots.txt","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","-","-","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422308.102295","CRmMuC1gwGMYq0s50e","192.168.2.64","52521","192.168.88.100","80","1","OPTIONS","192.168.88.100","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","0","-","-","-","-","-","(empty)","-","-","-","-","-","-","-"
"1445422321.290313","Ct7dWN3hdG9G6ECkN6","192.168.2.64","52620","192.168.88.115","80","1","OPTIONS","192.168.88.115","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","156","400","Page not found","-","-","-","(empty)","-","-","-","-","-","FKVKK61TmSN4zPONWe","text/html"
"1445422321.503861","CAPbu1341kzlITjr69","192.168.2.64","52621","192.168.88.115","80","1","OPTIONS","192.168.88.115","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","156","400","Page not found","-","-","-","(empty)","-","-","-","-","-","FPkop33ye7ljg2Hfzf","text/html"
"1445422321.713691","CTuJol2gm0vGeNyL4","192.168.2.64","52622","192.168.88.115","80","1","OPTIONS","192.168.88.115","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","156","400","Page not found","-","-","-","(empty)","-","-","-","-","-","FGw3xt4BD5rS2WhAQi","text/html"
"1445422321.928420","CkVNGi4VB2d17vy8Aj","192.168.2.64","52623","192.168.88.115","80","1","OPTIONS","192.168.88.115","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","156","400","Page not found","-","-","-","(empty)","-","-","-","-","-","F2E0hB3EAyiHASMFyf","text/html"
"1445422322.142027","CEQyCQ1MvM24xEXRS1","192.168.2.64","52624","192.168.88.115","80","1","OPTIONS","192.168.88.115","/","-","Mozilla/5.0 (compatible; Nmap Scripting Engine; http://nmap.org/book/nse.html)","0","156","400","Page not found","-","-","-","(empty)","-","-","-","-","-","FN52ouOm2pUsRgGN7","text/html"
